,MarketName,Website,city,x,y,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine
4817,Morrisville Winter Farmers Market,,Morrisville,-75.6401,42.8985,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4818,Morro Bay Bay Fisherman's Wharf CFM,,Morro Bay,-120.85,35.3665,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4819,Morro Bay Thursday CFM,http://www.morrobay.org,Morro Bay,-120.859,35.3904,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4820,Morton Farmers Market,,Morton,-89.462593,40.609033,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
4821,Morton Grove Farmers' Market,http://www.mgfarmersmarket.com/,Morton Grove,-87.781759,42.041373,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N
4822,Moscow Farmers Market,,Moscow,-117.001,46.7317,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N
4823,Moscow Food Co-op Tuesday Growers Market,,Moscow,-117.0005,46.73074,N,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,N,Y,N
4824,Mosier Farmers' Market,http://www.mosierfarmersmarket.com,Mosier,-121.399,45.6832,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4825,Mosinee Farmers Market,http://www.mosineechamber.org,City,-89.758634,44.590495,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N
4826,Mother Earth Market,http://www.agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=279,Waverly,-93.567479,39.201794,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N
4827,Mother Waldron Park (People's Open Market),http://www.honolulu.gov/parks/programs/pom,Honolulu,-157.858815,21.299711,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N
4828,Mothers Moon Farmstand,,Freedom,-69.3801,44.5338,Y,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,Y,N,N
4829,Mount Airy Farmers Market,http://www.mountairymainstreet.org,Mount Airy,-77.154641,39.375268,Y,N,N,Y,Y,N,Y,Y,N,Y,N,N,N,N,Y,N,N,Y,N,N
4830,Mount Airy Farmers' Market,,Mt. Airy,-80.609,36.498,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4831,Mount Clemens Farmers Market,http://www.mountclemensfarmersmarket.com,Mount Clemens,-82.86951,42.59837,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,Y,N,Y,N,Y,N
4832,Mount Clemens Farmers Market Downtown,http://www.mountclemensfarmersmarket.com,Mount Clemens,-82.880351,42.599381,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,Y,N
4833,Mount Eden Farmer's Market,http://www.harvesthomefm.org,Bronx,-73.8686,40.8538,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
4834,Mount Elgon Farmers Market,,Bakersfield,-118.985,35.3615,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4835,Mount Holly Farmers Market,http://www.mounthollyfarmersmarket.com,Mount Holly,-81.015626,35.294939,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N
4836,Mount Holly Farmers Market,,Belmont,-72.821297,43.414883,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,N
4837,Mount Hope Farmers Market,http://www.mounthopefarm.org,Bristol,-71.256882,41.669478,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N
4838,Mount Jackson Farmers Market,http://www.mjfarmersmarket.com,Mount Jackson,-78.643629,38.746076,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N
4839,Mount Joy Farmers Market,http://www.msmj.org,Mount Joy,-76.4986,40.1094,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N
4840,Mount Kisco Farmers Market,,Mount Kisco,-73.7269,41.2077,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N
4841,MOUNT LAUREL FARMERS MARKET,,BIRMINGHAM,-86.6302,33.4075,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4842,Mount Morris Farmers Market,,Mt. Morris,-89.4357,42.0485,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4843,Mount Morris Farmers Market,,Mount Morris,-77.8726,42.7242,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4844,Mount Morris Village Farmers Market,,Dansville,-77.7046,42.5595,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4845,Mount Pleasant Farmers Market,http://www.comeonovermp.com/index.aspx?NID=110,Mount Pleasant,-79.8734,32.7907,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N
4846,Mount Pleasant Farmers Market,http://www.MPFarmMarket.org,Mount Pleasant,-91.547,40.9576,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4847,Mount Pleasant Farmers Market,http://www.MPFarmMarket.org,Mt. Pleasant,-91.537056,40.974455,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,N
4848,Mount Pleasant Farmers' Market,http://www.MtPFM.org,Washington,-77.038689,38.931476,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N
4849,Mount Rainier Farmers Market,http://www.mountrainierfarmersmarket.com,Mount Rainier,-76.9603,38.9365,Y,Y,N,Y,N,N,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,N
4850,Mount Sinai Hospital Greenmarket,http://www.grownyc.org,New York,-73.952,40.7889,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N
4851,Mount Vernon (Iowa) Farmers' Market,,Mount Vernon,-91.4158,41.921604,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,N,Y,N,N,Y,N,N
4852,Mount Vernon Farmers Market,http://www.fairfaxcounty.gov/parks/wp-farm-mkt.html,Mount Vernon,-77.0754,38.7433,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4853,Mount Vernon Farmers Market - During Festivals,,Mount Vernon,-95.221623,33.189485,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,N
4854,Mount Vernon Farmers Market - Non Festival Days,,Mount Vernon,-95.221391,33.188902,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,N
4855,Mount Vernon Farmers Market I,,Mount Vernon,-122.339,48.4197,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4856,Mount Vernon Farmers Market II,,Mount Vernon,-122.333,48.4251,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4857,Mount Vernon Farmers' Market,http://www.agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=614,Mount Vernon,-93.81854,37.103667,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N
4858,Mount Vernon Fresh Connect Farmers' Market,http://www.cmvny.com,Mount Vernon,-73.834305,40.913253,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N
4859,Mountain Certified Market,http://www.mountaingrowersassociation.webs.com/,Shingletown,-121.883547,40.491022,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N
4860,Mountain City Farmers Market,,Mountain City,-81.7998,36.4596,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4861,Mountain Fresh Oakland Farmers Market,http://www.MountainFresh.org,Oakland,-79.409739,39.408311,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,N
4862,Mountain Grove Farmers' Market Association,http://www.grovefarmersmarket.org,Mountain Grove,-92.2637259,37.129849,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N
4863,Mountain Home Farmers Market,,Mountain Home,-115.696,43.1316,Y,N,Y,N,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,Y,N,N
4864,Mountain Home Farmers Market,,Mountain Home,-92.3724,36.3385,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4865,Mountain Lakes Market,http://www.mtnlakesmarket.com,Carlisle,-77.2783,40.2017,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4866,Mountain Market and Art Walk,,Show Low,-110.271,34.3464,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4867,Mountain Valley Farmers Market,,Hayesville,-83.817953,35.0462,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4868,Mountain View Farmers' Market,http://www.cafarmersmkts.com/markets/category/mountain-view,Mountain View,-122.074177,37.39338,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N
4869,Mountain View Farmers' Market,http://www.agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=616,Mountain View,-91.703172,36.992413,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N
4870,Mountain View Sunday Growers' Market,,Las Cruces,-106.772518,32.296873,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,Y,N,N,N,Y,N
4871,Mountainair Farmers' & Gardeners' Market,,Mountainair,-106.243286,34.520843,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4872,Moville Farmers Market,,Moville,-96.0738,42.4888,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4873,moxham farmers market,,moxham,-78.908268,40.297863,Y,Y,N,N,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N
4874,MRC Farmers' Market,http://www.mrcfarmersmarket.org/,Canton,-81.3426,40.8129,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N
4875,Mt Gilead Farmer's Market,http://www.facebook.com/MRCFarmersMarket,Mt. Gilead,-82.8257,40.5487,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N
4876,Mt Laurel Farmers Market,http://www.mtlaurel.com,Birmingham,-86.6303,33.4077,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,Y,N,N
4877,Mt Lebanon Lions Farmers Market,http://www.MtLebanonLionsFarmersMarket.com,Pittsburgh,-80.0478,40.3741,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y
4878,Mt. Airy Main Street Farmers Market,http://www.mountairymainstreet.org/,Mt. Airy,-80.6077,36.515,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N
4879,Mt. Carmel Farmers Market - Ohio Valley Fruit & Vegetable Growers Assoc.,http://www.localharvest.org/mt-carmel-farmers-market-ohio-valley-fruit-vegetable-growers-assoc-M1483,Mt. Carmel,-84.2969,39.0965,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N
4880,Mt. Carroll Farmers Market,http://www.mtcarrollil.org,Mt. Carroll,-89.9787,42.1013,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N
4881,Mt. Hope Auction,,Mt. Hope,-81.8,40.624,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4882,Mt. Lebanon Uptown Farmers' Market,http://www.themtlebanonuptownfarmersmarket.yolasite.com/,Pittsburgh,-80.0436,40.3837,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N
4883,Mt. Morris Farmers Market,,Mt. Morris,-89.4319,42.0478,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4884,Mt. Morris Park Historic District Market,,New York,-73.8436,40.7926,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
4885,Mt. Pleasant Towne Centre,http://www.mtpleasanttownecentre.com/,Mt. Pleasant,-79.8309,32.8288,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4886,Mt. Prospect Farmers Market,,Mount Prospect,-87.9329,42.0616,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4887,Mt. Shasta Farmers' Market,http://www.mtshastafarmersmarket.com,Mt. Shasta CA,-122.313401,41.314307,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N
4888,Mt. Tom Farmers' Market,http://www.mttomfarmersmarket.com,WOODSTOCK,-72.52455,43.637209,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,N
4889,Mt. Vernon Farmers Market,http://www3.ag.purdue.edu/counties/posey/Pages/MtVernonFarmers%27Market.aspx,Mt. Vernon,-87.884274,37.934822,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,Y,N,N
4890,Mt. Washington Whole Foods Farmers Market,,Baltimore,-76.6501,39.3687,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4891,Mueller Farrmers' Market,http://www.texasfarmersmarket.org/,Austin,-97.7072,30.2988,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N
4892,Muhlenberg County Farmers Market III,,Central City,-87.1276,37.2926,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4893,Muhlenberg County Farmers' Market,,Greenville,-87.1783,37.2028,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4894,Mukilteo Farmers Market,http://www.mukilteofarmersmarket.org,Mukilteo,-122.305404,47.947417,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,N,Y,N,Y,Y,N,Y
4895,Mukwonago Area Farmers Market,http://www.mukwonagochamber.org,"Mukwonago, WI",-88.338428,42.873539,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N
4896,Mulberry Street Market,http://www.facebook.com/mulberrystreetmarket,Macon,-83.628616,32.838311,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,N,N,Y,Y,N,Y,N,N
4897,Mundelein Farmers Market,http://www.mundelein.org/farmers_market,Mundelein,-88.0025283,42.2709425,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N
4898,Munising Farmers & Artisan Market,,Munising,-86.65359,46.412328,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,N
4899,Munroe Falls Farmers Market,http://www.munroefallsfarmersmarket.weebly.com,Munroe Falls,-81.4408,41.1391,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N
4900,Munster's Farmer's Market,http://www.munster.org,Munster,-87.506275,41.536716,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N
4901,Murphysboro Farmers Market,http://www.murphysboro.com,Murphysboro,-89.3334,37.7637,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,N
4902,Murray Farmers Market,http://www.utfb.fb.org,Murray,-111.882337,40.65923,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N
4903,Murray Hill Greenmarket,http://www.cenyc.org,New York City,-73.9763,40.7441,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4904,Murrieta Certified Farmers' Market,http://www.myfarmersmarkets.com,Murrieta,-117.209401,33.563372,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y
4905,MUSC Farmers Market,,Charleston,-79.9462,32.7844,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4906,Muscatine Farmers Market I,,Muscatine,-91.0312,41.4409,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4907,Muscatine Farmers Market II,,Muscatine,-91.0438,41.4213,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4908,Muscoot Farmers Market,http://www.muscootfarm.org,Katonah,-73.726459,41.259469,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N
4909,Museum of Contemporary Art Streeterville Chicago Market,,Chicago,-87.6213,41.8972,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4910,Muskegon Farmers Market,,Muskegon,-86.2411,43.2384,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4911,Muskegon Heights Farmers Market,http://www.cityofmuskegonheights.org,Muskegon Heights,-86.219,43.1939,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4912,Muskogee Farmers' Market,,Muskogee,-95.3731,35.7489,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4913,Mustang Kiwanis Farmers Market,http://www.mustangcommunitygarden.org/about_FM.html,Mustang,-97.7159,35.3915,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
4914,My Courthouse Market,http://www.chiknegg.com,Goochland,-77.885336,37.693184,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,Y,Y
4915,My Manakin Market,http://www.chiknegg.com,Manakin-Sabot,-77.685475,37.671931,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y
4916,Myerstown Community Farmers Market,http://www.myerstownfarmersmarket.com,Myerstown,-76.3001,40.3758,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N
4917,Myrtle Avenue Community-run Farm Stand,http://www.myrtleavenue.org,Brooklyn,-73.9758413,40.6933695,Y,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N
4918,Myrtle's Market (Myrtle Beach Farmers Market),http://www.cityofmyrtlebeach.com,Myrtle Beach,-78.8824,33.6966,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4919,Mystic Farmers Market,,Mystic,-71.9735,41.3608,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4920,Mystic/Denison Farmers Market,,Mystic,-71.9471,41.363,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4921,Nacogdoches Farmers' Market,http://www.nacogdochesfarmersmarket.com,Nacogdoches,-94.657621,31.6048835,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y
4922,Nampa Farmers' Market,http://www.nampafarmersmarket.com,Nampa,-116.5572,43.57809,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,N
4923,Nantucket Farmers Market,,Nantucket,-70.0986,41.2834,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4924,Napa Chef's Farmers Market,,Napa,-122.285,38.2992,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4925,Napa Tuesday Downtown Farmers Market,http://www.commongreens.com,Napa,-122.279,38.3028,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4926,Naperville Farmers Market,,Naperville,-88.1473,41.7659,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4927,Naples Farmers Market,,Naples,-70.604,43.9643,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4928,Narrowsburg Country Market,,Narrowsburg,-75.0581,41.6076,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4929,Nashua Lion Farmers Market,,Nashua,-106.358,48.1336,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4930,Nashville Chamber of Commerce Market,http://www.nashvillechamber@sbcglobal.net,Nashville,-89.3902,38.3374,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4931,Nashville F.A.R.M I,http://www.geocities.com/farmnashville,Nashville,-86.8858,36.0922,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4932,Nashville F.A.R.M. II,http://www.geocities.com/farmnashville,Nashville,-86.8492,36.0931,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4933,Nashville F.A.R.M. III,http://www.geocities.com./farmnsahville,Nashville,-86.812,36.1141,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4934,Nashville F.A.R.M. IV,http://www.geocities.com/farmnashville,Nashville,-86.7892,36.1698,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4935,Nashville Farmers' Market,,Nashville,-86.7848,36.1694,N,Y,N,Y,N,N,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,N
4936,"Nathan "" Bubba "" Dukes",,New York,-73.8392,40.8728,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N
4937,Natick Center Farmers Market,http://www.natickfarmersmarket.com,Natick,-71.346889,42.282865,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4938,Natick Winter Market,http://www.natickfarmersmarket.com,Natick,-71.346036,42.282911,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,Y
4939,National City CFM,,National City,-117.106,32.6761,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4940,National Women In Ag Assoc. Community Farmers Market,http://www.nationalwomeninag.com,Oklahoma City,-97.4767216,35.4869106,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N
4941,Nationwide Children's Hospital,http://www.nationwidechildrens.org,Columbus,-82.9784719,39.9510406,Y,Y,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N
4942,Nationwide-Pearl Alley Growers Farmers Market,http://www.pearlalleygrowers.com,Columbus,-83.0202,40.0508,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4943,Natividad Medical Center Certified Farmers' Market,http://www.everyonesharvest.org,Salinas,-121.631216,36.696262,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,Y,N,Y,N,Y,N
4944,Natoma Farmers Market,,Natoma,-99.0235,39.1902,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4945,Natomas Certified Farmers' Market,http://www.California-Grown.com,Sacramento,-121.4965054,38.6390819,N,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N
4946,Natrona County Master Gardeners Farmers' Market,,Casper,-106.363,42.8287,Y,N,N,Y,N,N,N,Y,Y,Y,N,Y,N,N,Y,N,N,Y,N,N
4947,Natural Living Farmers Market,http://www.nlfmarket.webs.com/,Houston,-95.3458,29.7026,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N
4948,Nature's Best Farmers Market,,Fairview,-84.047384,44.724631,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,N,N
4949,Natures Carousel,,Galion,-82.7894,40.732,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4950,Naugatuck Farmers Market,,Naugatuck,-73.0734,41.4924,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4951,Navarro County Farmers Market Association,,Corsicana,-96.4597,32.0944,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4952,Navasota Farmers Market,http://www.localharvest.org/navasota-farmers-market-M59065,Navasota,-96.088,30.3886,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N
4953,Nazareth Farmers Market on the Square,,Nazareth,-75.31196,40.74239,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N
4954,NDD Common Greens Farmers Market,http://www.downtownnewark.com,Newark,-74.169,40.7408,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4955,Nebagamon's Lakeview Farmers Market,,Lake Nebagamon,-91.6993,46.5139,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4956,Nebraska City Farmers Market,http://www.NebraskaCity.com,Nebraska City,-95.8552,40.6775,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4957,Needham Farmers Market,,Needham,-71.235756,42.279665,Y,Y,N,N,Y,Y,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N
4958,Neenah Farmer's Market,http://www.neenah.org,Neenah,-88.459157,44.18542,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N
4959,Neighborhood House Farmers Market,http://www.nhclx.org,El Centro,-115.548786,32.791762,Y,N,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,N
4960,Neillsville Farmers Market,,Neillsville,-90.595944,44.559744,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,N
4961,NELHA Fish Farmers Market,http://www.energyfuturehawaii.org,Kailua-Kona,-156.037,19.7076,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4962,Neligh Farmers Market,,Neligh,-98.0298,42.1286,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4963,Nelson Farmers Market,http://www.nelsonfarmersmarket.com,Nellysford,-78.87131,37.89156,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,N
4964,Nemaha County Farmers Market,,Auburn,-95.836122,40.396094,Y,N,Y,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N
4965,Nenana Open Air Market,,Nenana,-149.096,64.5566,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4966,Neosho Farmers' Market,,Neosho,-94.3694,36.8698,Y,N,Y,Y,N,N,Y,Y,N,Y,N,Y,N,N,Y,N,N,Y,N,N
4967,Nesconset Farmer's Market,http://www.ligreenmarket.org,Nesconset,-73.156904,40.8371738,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,Y
4968,Neshoba County Farmer's Market,,Philadelphia,-89.0859383,32.770807,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N
4969,Netcong Farmers Market,http://www.netcong.org/,Netcong,-74.7133,40.893,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
